tfidf_similarity,skill_match_pct,experience_years,education_level,total_skills_count,label
0.29025204557306666,26.29312477655385,4,2,2,Moderate Match
0.4466982113939237,76.81152235337642,6,3,7,Moderate Match
0.6329107424215841,80.24120117372495,3,3,8,Strong Match
0.9418747313934414,91.5187803545731,4,3,24,Strong Match
1.0,83.91981481057067,5,3,16,Strong Match
0.1248030668261181,18.17135277200058,0,3,5,Weak Match
0.784669205242159,65.55304614808253,4,3,8,Strong Match
0.18656912585294522,31.729699277917383,2,1,8,Weak Match
0.728891373650373,97.5433865468555,1,2,13,Strong Match
0.3738899663797579,33.746296609381545,1,1,2,Weak Match
0.519555980785629,56.56114843215033,3,3,10,Moderate Match
0.4443695305344979,58.6785715811237,3,2,11,Moderate Match
0.17060330523358178,21.1408089777032,0,2,7,Weak Match
0.9452154975069679,68.71452961075713,1,2,19,Strong Match
0.28132051867479774,18.652444836018297,1,3,6,Weak Match
0.5501555109539503,72.9522561268157,4,3,13,Strong Match
0.2963634721594927,64.21440259592202,4,3,14,Moderate Match
0.5996964762434629,77.77784236809133,4,4,10,Strong Match
0.7966310950532849,58.06175925277248,4,3,11,Strong Match
0.30958643687287685,26.772273873879726,4,4,7,Moderate Match
0.18955507814625286,19.97413932171987,1,3,2,Weak Match
0.4089538721694774,2.7080676745832957,1,4,5,Weak Match
0.7524548190935806,77.39714268661035,4,3,11,Strong Match
